q_id,doc_id,question,answer,doc_path,documents,deck_url,arithmetic_expression,evidence_pages,answer_type,resoning_type,directory_exists
162,asixstepcontentmarketingmodel-120206005134-phpapp01_95,"Is differentiation high or low in a market in which not many people are interested in this content, but it does differentiate you in the market?",High,asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf,"['asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf', 'electionsreportmarch2014modiandbjpmaintainsleadcongressovertakesaap-140408123044-phpapp01_95.pdf', 'foodstartups-10settembre-150213043959-conversion-gate01_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf', 'bls1-130817020622-phpapp01_95.pdf', 'aquacultureproducerorganisationscairo25sept2012-121023231529-phpapp02_95.pdf', 'avoidingdeathbypowerpointslideshare-090322075422-phpapp01_95.pdf']",https://www.slideshare.net/stevenvanbelleghem/a-six-step-content-marketing-model,,"[5, 6]",Single-Span,Multi-Hop,True
166,asixstepcontentmarketingmodel-120206005134-phpapp01_95,"Do updates or the activities that are shorter and more intense than projects, and are frequently supported with offline media have lower intensivity?",Updates,asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf,"['asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf', 'b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf', 'bookofdaniel-090827093753-phpapp01_95.pdf', 'basiccomputerorganizationanddesign-140519134906-phpapp02_95.pdf']",https://www.slideshare.net/stevenvanbelleghem/a-six-step-content-marketing-model,,"[11, 12]",Single-Span,Multi-Hop,True
168,asixstepcontentmarketingmodel-120206005134-phpapp01_95,What is the media choice for short messages you send out with a certain degree of regularity?,Primarily online channels,asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf,"['asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf', 'anatomyofboneandcartilage1-150828115100-lva1-app6892_95.pdf', 'regionalkeyaccountstrategy-loral-130220142130-phpapp02_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf']",https://www.slideshare.net/stevenvanbelleghem/a-six-step-content-marketing-model,,"[11, 12]",Single-Span,Multi-Hop,True
175,chapter-3-seawater-160218031855_95,What is the process by which the breaking of hydrogen bonds allows water to change from the liquid phase into the gaseous phase which has reached equilibrium with the liquid surface said to have done?,reached saturation,chapter-3-seawater-160218031855_95.pdf,"['chapter-3-seawater-160218031855_95.pdf', 'mobile-advertising-trends-report-2014-140925094854-phpapp02_95.pdf', 'brazilstartupreport-140629211253-phpapp02_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'everything10minpano9-15-150904223222-lva1-app6892_95.pdf']",https://www.slideshare.net/mpattani/chapter-3-seawater,,"[7, 15]",Single-Span,Multi-Hop,True
177,chapter-3-seawater-160218031855_95,What is another name for the only known substance that is less dense as a solid than it is as a liquid combined with salt?,Salt solution,chapter-3-seawater-160218031855_95.pdf,"['chapter-3-seawater-160218031855_95.pdf', 'cboppsinstaffingwebinarslideshare10-151013182434-lva1-app6891_95.pdf', 'autonomouscar-140901094343-phpapp02_95.pdf', 'automobilesector1-110819081233-phpapp01_95.pdf']",https://www.slideshare.net/mpattani/chapter-3-seawater,,"[11, 18]",Single-Span,Multi-Hop,True
184,betacodex-organizeforcomplexity-120624124755-phpapp02_95,What are two factors of the visible layer above Competencies?,"Human Nature, Context",betacodex-organizeforcomplexity-120624124755-phpapp02_95.pdf,"['betacodex-organizeforcomplexity-120624124755-phpapp02_95.pdf', 'directindirectretainersinrpd-140921213048-phpapp02_95.pdf', 'finala-141102115850-conversion-gate01_95.pdf', 'avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95.pdf']",https://www.slideshare.net/npflaeging/special-edition-paper-organize-for-complexity-part-iii,,"[11, 18]",Multi-Span,Multi-Hop,True
188,ch16-150313050025-conversion-gate01_95,"Which two characteristics involve a shift away from the mentality of command and control toward one more focused on employee commitment, Knowledge Development, Performance-Reward Linkage, and Egalitarianism?","Gainsharing, Profit sharing",ch16-150313050025-conversion-gate01_95.pdf,"['ch16-150313050025-conversion-gate01_95.pdf', 'realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf', 'automobilesector1-110819081233-phpapp01_95.pdf', 'designcitieslikeyougiveadamn-111006154943-phpapp01_95.pdf', 'agile-australia-when-enterprise-meets-devops-150623023618-lva1-app6891_95.pdf', 'aviewoffruitcultureinafghanistan-141025192131-conversion-gate02_95.pdf', 'appotamobilemarketreportq1-140409223140-phpapp01_95.pdf', 'agiledatascience-140624145954-phpapp02_95.pdf', 'cerebralhemorrhage-090619101057-phpapp01_95.pdf', 'blueoceanstrategy-100403005918-phpapp02_95.pdf']",https://www.slideshare.net/smo1/ch16-45791315,,"[6, 10]",Multi-Span,Multi-Hop,True
195,antibiotics-141109111447-conversion-gate02_95,What type of drug is the one discovered in 1928 by Alexander Flemming?,Cell Wall Synthesis Inhibition,antibiotics-141109111447-conversion-gate02_95.pdf,"['antibiotics-141109111447-conversion-gate02_95.pdf', 'earthlinkweb-150213112111-conversion-gate02_95.pdf', 'fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf', 'brazilstartupreport-140629211253-phpapp02_95.pdf']",https://www.slideshare.net/SurenderRawat3/antibiotics-41318780,,"[1, 5]",Single-Span,Multi-Hop,True
197,antibiotics-141109111447-conversion-gate02_95,What is the flow chart of the 6 aminopenicillinic acid fermentation from?,"Swartz, 1979",antibiotics-141109111447-conversion-gate02_95.pdf,"['antibiotics-141109111447-conversion-gate02_95.pdf', 'automobilesector1-110819081233-phpapp01_95.pdf', 'aqueoushumordynamics-140623224217-phpapp02_95.pdf', 'arrestingaudiences-100923234826-phpapp01_95.pdf', 'earlybird-110722143746-phpapp02_95.pdf', 'ch08-sales-training-1215322718314319-9_95.pdf', 'chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95.pdf', 'assessmentoffetalwellbeinginpregnancyandlabour-jaipur-150303105805-conversion-gate01_95.pdf', 'deis-141102221759-conversion-gate01_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf']",https://www.slideshare.net/SurenderRawat3/antibiotics-41318780,,"[10, 12]",Multi-Span,Multi-Hop,True
207,amitpresentation-141220101151-conversion-gate01_95,How many more total app downloads were there for the phone which had an average of 68 downloaded apps per phone than iOS in July '14?,"2,000,000,000",amitpresentation-141220101151-conversion-gate01_95.pdf,"['amitpresentation-141220101151-conversion-gate01_95.pdf', '8eeomnwqsmdmin6levsv-signature-2693c633d5e2c6d5cfd1372a7aa1d1a8df13f59c942a848ca9497686d609bddd-poli-150601151510-lva1-app6892_95.pdf', 'chapter7-nervoussystem-151216152753_95.pdf', 'climatechange2009perceptions-091204092626-phpapp02_95.pdf', 'avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95.pdf']",https://www.slideshare.net/lordamit1/presentation-on-mobile-app-lifecycle-and-ecosystem,"29,000,000,000-27,000,000,000","[7, 10]",Non-Span,Multi-Hop & Discrete,True
211,bookofdaniel-090827093753-phpapp01_95,What is the name of Mishael in the language of the empire of Nebuchadnezzar?,Meshach,bookofdaniel-090827093753-phpapp01_95.pdf,"['bookofdaniel-090827093753-phpapp01_95.pdf', 'evaluationofexistingwebstructureofafghanuniversities-150529151659-lva1-app6891_95.pdf', 'childdevelopment-141125142743-conversion-gate02_95.pdf', 'roleofhrbusinesspartner-141201132920-conversion-gate01_95.pdf', 'circumsionpsychsexualdysfunction-150510235649-lva1-app6891_95.pdf']",https://www.slideshare.net/chreezmd/the-book-of-daniel,,"[4, 15]",Single-Span,Multi-Hop,True
213,bookofdaniel-090827093753-phpapp01_95,What is the meaning of the person’s name who was of the tribe of Judah and probably a member of the royal family?,God is Judge,bookofdaniel-090827093753-phpapp01_95.pdf,"['bookofdaniel-090827093753-phpapp01_95.pdf', 'automobileindustryinindia-130807012739-phpapp01_95.pdf', 'associationmappinginplants-150413205026-conversion-gate01_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf', 'finala-141102115850-conversion-gate01_95.pdf', 'bearing1-151117114834-lva1-app6892_95.pdf', 'finalpresentationbayes-151030084118-lva1-app6892_95.pdf']",https://www.slideshare.net/chreezmd/the-book-of-daniel,,"[3, 4]",Single-Span,Multi-Hop,True
221,aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95,What is the name of the segment that publishes web pages and uploads video to sites that are used for video sharing along with Vimeo?,Creators,aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf,"['aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf', 'germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf', 'shrm-globoforce-employee-recognition-2015-150615144858-lva1-app6892_95.pdf', 'agile-australia-when-enterprise-meets-devops-150623023618-lva1-app6891_95.pdf', 'deis-141102221759-conversion-gate01_95.pdf', 'phstartupreportv5-130727005123-phpapp02_95.pdf', 'distributionsurveyhospitalityd-a-chscheggfux2012-120411150112-phpapp01_95.pdf', 'americalooksto2024keyfindings-140701054257-phpapp01_95.pdf', 'presentation-140726083339-phpapp01_95.pdf', 'designcitieslikeyougiveadamn-111006154943-phpapp01_95.pdf']",https://www.slideshare.net/aynbrand/ayn-brand-t3-workshop-social-media-primer-presentation,,"[7, 9]",Single-Span,Multi-Hop,True
225,aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95,Approximately what percent of Gen Y are among the group who do not participate in at least one Web 2.0 activity?,20,aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf,"['aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf', 'brazilstartupreport-140629211253-phpapp02_95.pdf', 'ch16-150313050025-conversion-gate01_95.pdf', 'astudyoftelecom-1226322381341892-8_95.pdf', 'bookofdaniel-090827093753-phpapp01_95.pdf', 'finalppthighrise-130504010636-phpapp02_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf']",https://www.slideshare.net/aynbrand/ayn-brand-t3-workshop-social-media-primer-presentation,,"[9, 12]",Single-Span,Multi-Hop,True
229,cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95,"Over time, does cumulative cash flow increase with Utility Grid or the system which has $500 annual operating cost for a 50kW system?",Solar Power,cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf,"['cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf', 'avoidingdeathbypowerpointslideshare-090322075422-phpapp01_95.pdf', 'finalppthighrise-130504010636-phpapp02_95.pdf', 'donorretentionisntspeeddating-150827141331-lva1-app6891_95.pdf', 'realtytrac-auctionwebinarnovember2014-141113150706-conversion-gate01_95.pdf']",https://www.slideshare.net/KrzysztofPalka/clean-hydrocarbons-renewable-electrification-solar-energy-potential-in-southern-alberta,,"[11, 12]",Single-Span,Multi-Hop & Discrete,True
231,cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95,"Where is the largest PV system in the western part of the country which has a photovoltaic potential of 600,000 GWh?","Bassano, Alberta",cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf,"['cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf', 'antiviraldrugsfinal-150818153826-lva1-app6892_95.pdf', 'foodstartups-10settembre-150213043959-conversion-gate01_95.pdf', 'arrestingaudiences-100923234826-phpapp01_95.pdf', 'erpmodule-120905074920-phpapp02_95.pdf', 'cdocumentsandsettingsamitsirmydocumentsmycompleteddownloadsmicromeritics-090805003354-phpapp02_95.pdf', 'cerebralhemorrhage-090619101057-phpapp01_95.pdf']",https://www.slideshare.net/KrzysztofPalka/clean-hydrocarbons-renewable-electrification-solar-energy-potential-in-southern-alberta,,"[5, 14]",Multi-Span,Multi-Hop,True
236,alternativestotheimpulse-responsemodel-131125154606-phpapp02_95,What are two ways in which the daily amount of that represented by Ws in Banister’s impulse-response model can influence an athlete?,"Negative, Positive",alternativestotheimpulse-responsemodel-131125154606-phpapp02_95.pdf,"['alternativestotheimpulse-responsemodel-131125154606-phpapp02_95.pdf', 'procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf', 'automobileindustryinindia-130807012739-phpapp01_95.pdf', 'dempartysystemsworkshopv-150307225705-conversion-gate01_95.pdf', 'realestateinvestmenttrust-141212011105-conversion-gate01_95.pdf', 'associationmappinginplants-150413205026-conversion-gate01_95.pdf', 'babe-150203065431-conversion-gate01_95.pdf']",https://www.slideshare.net/acoggan1/alternatives-to-the-impulse-response-model,,"[5, 6]",Multi-Span,Multi-Hop,True
240,awsustainablefinal-110317140215-phpapp01_95,Were Annual Energy Cost Savings greater for gas or electricity for the company which reduces the amount of process water used by 15% as compared to a typical building?,electricity,awsustainablefinal-110317140215-phpapp01_95.pdf,"['awsustainablefinal-110317140215-phpapp01_95.pdf', 'asean2015-140727051418-phpapp02_95.pdf', 'ndaandaindbyanthonycrasto-141027071531-conversion-gate02_95.pdf', 'cellcyclecheckpointsapoptosisandcancer-141109105010-conversion-gate01_95.pdf', 'citimonitizingconnectedcar-140114145514-phpapp02_95.pdf', 'connectivetissue-150209063549-conversion-gate01_95.pdf']",https://www.slideshare.net/Aarongrt/case-study-sustainable-mixeduse-development-in-historic-urban-areas,,"[11, 17]",Single-Span,Multi-Hop & Discrete,True
244,asiasshoppingsafarifinalwebinardeckforparticipants-141105212832-conversion-gate01_95,What is the top store choice for the activity which 37% of Malaysians engage in?,Supermarkets,asiasshoppingsafarifinalwebinardeckforparticipants-141105212832-conversion-gate01_95.pdf,"['asiasshoppingsafarifinalwebinardeckforparticipants-141105212832-conversion-gate01_95.pdf', 'amazonwhitepaper-110511144038-phpapp01_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf', 'europeactive-140730052811-phpapp02_95.pdf', 'overviewofapacheflinkbyslimbaltagi-150707030808-lva1-app6892_95.pdf', 'dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf', 'aviewoffruitcultureinafghanistan-141025192131-conversion-gate02_95.pdf', 'cdocumentsandsettingsamitsirmydocumentsmycompleteddownloadsmicromeritics-090805003354-phpapp02_95.pdf', 'germanwingsdigitalcrisisanalysis-150403064828-conversion-gate01_95.pdf', 'earthlinkweb-150213112111-conversion-gate02_95.pdf']",https://www.slideshare.net/giangconnit/asias-shopping-safarifinalwebinardeckforparticipants,,"[13, 14]",Single-Span,Multi-Hop,True
246,b2b-social-testing-lopez-141009140744-conversion-gate02_95,When is the best time for outreach on the platform in which Moz’s followers are most active between 8-9 AM?,Mondays - Thursdays 1 pm - 3 pm,b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf,"['b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf', 'indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95.pdf', 'chapter7-nervoussystem-151216152753_95.pdf', 'aynbrandt3workshopsocialmediaprimer-1219840114878232-9_95.pdf']",https://www.slideshare.net/jennifersablelopez/b2-b-socialtestinglopez,,"[5, 9]",Single-Span,Multi-Hop,True
248,b2b-social-testing-lopez-141009140744-conversion-gate02_95,What is the Twitter username for the CEO of the company for which Jennifer Sable Lopez is Director of Community?,SarahBird,b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf,"['b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf', 'dfb-ydp-140711173913-phpapp02_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf', 'applicationandadvancesofpolymers-141224015235-conversion-gate02_95.pdf', 'metalsmining-august2013-130926012516-phpapp02_95.pdf']",https://www.slideshare.net/jennifersablelopez/b2-b-socialtestinglopez,,"[0, 11]",Single-Span,Multi-Hop,True
250,b2b-social-testing-lopez-141009140744-conversion-gate02_95,"On which day did the most Facebook fans of the Twitter user who had 123,762 Impressions on Thursday, October 2, 2014 see their posts?",THU,b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf,"['b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf', 'colawarscontinue-final-140515114621-phpapp02_95.pdf', 'basicsofautomobilever2compatibilitymode-124724411173-phpapp01_95.pdf', 'alternativetoplasticandglobalwarming-140912094328-phpapp01_95.pdf', 'ardentcapitalandthailandinvestments2014-01-15v3-140120212530-phpapp02_95.pdf', '1-150711120533-lva1-app6892_95.pdf', 'procurement-policy-and-critical-equipment-supply-rio-oil-gas-2012-petrobras-121003090733-phpapp01_95.pdf']",https://www.slideshare.net/jennifersablelopez/b2-b-socialtestinglopez,,"[11, 12]",Single-Span,Multi-Hop & Discrete,True
258,americalooksto2024keyfindings-140701054257-phpapp01_95,The percentage of total respondents which includes 49% of Hispanics will drop how many percentage points between 10 years ago and in 10 years?,31,americalooksto2024keyfindings-140701054257-phpapp01_95.pdf,"['americalooksto2024keyfindings-140701054257-phpapp01_95.pdf', 'cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf', 'compostingfinal-150126084912-conversion-gate01_95.pdf', 'buildakickassteam-nopingpongtablerequired-151117144722-lva1-app6891_95.pdf', 'automotivecomponentsindustry-100405083435-phpapp01_95.pdf']",https://www.slideshare.net/BMGlobalNews/america-looks-to-2024-the-atlanticaspen-institute-survey-key-findings,61-30,"[7, 8]",Non-Span,Multi-Hop & Discrete,True
